block,task,condition,seed,run_id,source_revision,validation_sha256,fixed_optimizer_step,optimizer_step,cumulative_train_examples,checkpoint_sha256,averaging_window_start_step,averaging_window_end_step,split,metric_name,metric_value
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3456,110592,,3329,3456,train,gradient_norm_before_clipping_window_mean,0.5836299825459719
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3584,114688,,3457,3584,train,task_loss_window_mean,0.0782140200553414
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3584,114688,,3457,3584,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3584,114688,,3457,3584,train,total_objective_window_mean,0.0782140200553414
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3584,114688,,3457,3584,train,gradient_norm_before_clipping_window_mean,0.5755680568108801
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3712,118784,,3585,3712,train,task_loss_window_mean,0.07249920438812296
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3712,118784,,3585,3712,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3712,118784,,3585,3712,train,total_objective_window_mean,0.07249920438812296
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3712,118784,,3585,3712,train,gradient_norm_before_clipping_window_mean,0.5349303982075071
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3840,122880,,3713,3840,train,task_loss_window_mean,0.07277552459653691
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3840,122880,,3713,3840,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3840,122880,,3713,3840,train,total_objective_window_mean,0.07277552459653691
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3840,122880,,3713,3840,train,gradient_norm_before_clipping_window_mean,0.550836499183788
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3968,126976,,3841,3968,train,task_loss_window_mean,0.06382774454884554
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3968,126976,,3841,3968,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3968,126976,,3841,3968,train,total_objective_window_mean,0.06382774454884554
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,3968,126976,,3841,3968,train,gradient_norm_before_clipping_window_mean,0.5587801346700871
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4096,131072,,3969,4096,train,task_loss_window_mean,0.052299959014547426
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4096,131072,,3969,4096,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4096,131072,,3969,4096,train,total_objective_window_mean,0.052299959014547426
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4096,131072,,3969,4096,train,gradient_norm_before_clipping_window_mean,0.4565149462869158
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4224,135168,,4097,4224,train,task_loss_window_mean,0.051048698642524926
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4224,135168,,4097,4224,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4224,135168,,4097,4224,train,total_objective_window_mean,0.051048698642524926
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4224,135168,,4097,4224,train,gradient_norm_before_clipping_window_mean,0.44744815364538226
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4253,136096,61d163d20aad7067de92da3f9bc32b3287cbbb225f03586ff674fda8e5d7f369,4225,4253,train,task_loss_window_mean,0.03774070195949803
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4253,136096,61d163d20aad7067de92da3f9bc32b3287cbbb225f03586ff674fda8e5d7f369,4225,4253,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4253,136096,61d163d20aad7067de92da3f9bc32b3287cbbb225f03586ff674fda8e5d7f369,4225,4253,train,total_objective_window_mean,0.03774070195949803
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4253,136096,61d163d20aad7067de92da3f9bc32b3287cbbb225f03586ff674fda8e5d7f369,4225,4253,train,gradient_norm_before_clipping_window_mean,0.3149974663452855
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4352,139264,,4254,4352,train,task_loss_window_mean,0.03329500673787308
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4352,139264,,4254,4352,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4352,139264,,4254,4352,train,total_objective_window_mean,0.03329500673787308
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4352,139264,,4254,4352,train,gradient_norm_before_clipping_window_mean,0.3471942289845284
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4480,143360,,4353,4480,train,task_loss_window_mean,0.04530224154668261
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4480,143360,,4353,4480,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4480,143360,,4353,4480,train,total_objective_window_mean,0.04530224154668261
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4480,143360,,4353,4480,train,gradient_norm_before_clipping_window_mean,0.41190241296135355
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4608,147456,,4481,4608,train,task_loss_window_mean,0.049747799289789896
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4608,147456,,4481,4608,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4608,147456,,4481,4608,train,total_objective_window_mean,0.049747799289789896
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4608,147456,,4481,4608,train,gradient_norm_before_clipping_window_mean,0.470685877273354
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4736,151552,,4609,4736,train,task_loss_window_mean,0.027188296919561594
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4736,151552,,4609,4736,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4736,151552,,4609,4736,train,total_objective_window_mean,0.027188296919561594
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4736,151552,,4609,4736,train,gradient_norm_before_clipping_window_mean,0.30912729676492745
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4864,155648,,4737,4864,train,task_loss_window_mean,0.031228181499990626
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4864,155648,,4737,4864,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4864,155648,,4737,4864,train,total_objective_window_mean,0.031228181499990626
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4864,155648,,4737,4864,train,gradient_norm_before_clipping_window_mean,0.33333058383868774
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4992,159744,,4865,4992,train,task_loss_window_mean,0.030088626444254807
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4992,159744,,4865,4992,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4992,159744,,4865,4992,train,total_objective_window_mean,0.030088626444254807
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,4992,159744,,4865,4992,train,gradient_norm_before_clipping_window_mean,0.34143631392362295
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5120,163840,,4993,5120,train,task_loss_window_mean,0.028369900572016604
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5120,163840,,4993,5120,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5120,163840,,4993,5120,train,total_objective_window_mean,0.028369900572016604
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5120,163840,,4993,5120,train,gradient_norm_before_clipping_window_mean,0.308999426133596
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5248,167936,,5121,5248,train,task_loss_window_mean,0.032038820181412575
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5248,167936,,5121,5248,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5248,167936,,5121,5248,train,total_objective_window_mean,0.032038820181412575
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5248,167936,,5121,5248,train,gradient_norm_before_clipping_window_mean,0.32910637969143863
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5376,172032,,5249,5376,train,task_loss_window_mean,0.028156905064828486
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5376,172032,,5249,5376,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5376,172032,,5249,5376,train,total_objective_window_mean,0.028156905064828486
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5376,172032,,5249,5376,train,gradient_norm_before_clipping_window_mean,0.3099246296987985
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5504,176128,,5377,5504,train,task_loss_window_mean,0.02317464557902582
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5504,176128,,5377,5504,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5504,176128,,5377,5504,train,total_objective_window_mean,0.02317464557902582
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5504,176128,,5377,5504,train,gradient_norm_before_clipping_window_mean,0.26630618395574857
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5632,180224,,5505,5632,train,task_loss_window_mean,0.018099482853511262
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5632,180224,,5505,5632,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5632,180224,,5505,5632,train,total_objective_window_mean,0.018099482853511262
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5632,180224,,5505,5632,train,gradient_norm_before_clipping_window_mean,0.19965132081597403
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5670,181440,665c4766a6087023ff766940cbae8641f6bbb8b1d6538c7e099d5d52fed21966,5633,5670,train,task_loss_window_mean,0.01997643477147006
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5670,181440,665c4766a6087023ff766940cbae8641f6bbb8b1d6538c7e099d5d52fed21966,5633,5670,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5670,181440,665c4766a6087023ff766940cbae8641f6bbb8b1d6538c7e099d5d52fed21966,5633,5670,train,total_objective_window_mean,0.01997643477147006
band_flexibility_21,rte,BAND_MID_ROT64,42,20260916T123817Z_36710343942e,7dfce30d34d9d2e0c052be3f62aea63595119ea8,b839138dd008e0e034eb317cd4e9aa0e250a2540e1b810f1161997c03cb2b60f,5670,5670,181440,665c4766a6087023ff766940cbae8641f6bbb8b1d6538c7e099d5d52fed21966,5633,5670,train,gradient_norm_before_clipping_window_mean,0.27308246014811294
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,57,1824,6a9045164ad2bc45b403122967282e45bd5761e42131da97a300dbecb46885b9,1,57,train,task_loss_window_mean,0.7042144913422433
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,57,1824,6a9045164ad2bc45b403122967282e45bd5761e42131da97a300dbecb46885b9,1,57,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,57,1824,6a9045164ad2bc45b403122967282e45bd5761e42131da97a300dbecb46885b9,1,57,train,total_objective_window_mean,0.7042144913422433
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,57,1824,6a9045164ad2bc45b403122967282e45bd5761e42131da97a300dbecb46885b9,1,57,train,gradient_norm_before_clipping_window_mean,1.2423571065852517
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,128,4096,baa4dbc5709980d7367b625fef3666d4260c166161ae1f4cc8f09fe339efd404,58,128,train,task_loss_window_mean,0.6982713316527891
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,128,4096,baa4dbc5709980d7367b625fef3666d4260c166161ae1f4cc8f09fe339efd404,58,128,train,regularization_loss_window_mean,0.0
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,128,4096,baa4dbc5709980d7367b625fef3666d4260c166161ae1f4cc8f09fe339efd404,58,128,train,total_objective_window_mean,0.6982713316527891
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,128,4096,baa4dbc5709980d7367b625fef3666d4260c166161ae1f4cc8f09fe339efd404,58,128,train,gradient_norm_before_clipping_window_mean,1.1255846502075733
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,256,8192,164c8d515b42a49c949e41f2ea1b89bd2f44d199dcebcc94549fa795569a5596,129,256,train,task_loss_window_mean,0.6411296257865615
band_flexibility_21,rte,BAND_MID_ROT64,123,20260916T124048Z_eab05a8545de,58d4717ad9deac4e120947e868c123e24f03db8b,27ac590869d48b9046d05cd7ebb495fecc24c25120ebe6b367e84c4910d1c850,5670,256,8192,164c8d515b42a49c949e41f2ea1b89bd2f44d199dcebcc94549fa795569a5596,129,256,train,regularization_loss_window_mean,0.0
